x,y,label
11.036859596065883,-23.78570946570725,0
22.9457182412649,-26.279799007678502,0
7.8133656244747165,11.64232475743267,1
0.4817239730606684,-16.57041464442674,2
7.860294787215945,14.313066110699678,1
1.736282420848042,-18.269299558761332,2
18.761911669765336,-26.229992792179008,0
-1.3385086665840535,-15.765608089970746,2
12.400178095854875,-25.62432315106156,0
6.342463841918183,18.662694437542747,1
-0.8326302350331202,-19.431485292601753,2
12.197594514764885,-21.326537695439825,0
17.11497837096121,-25.999817960280037,0
11.520439115148509,-22.69815576344713,0
7.866602772649683,13.10384963372904,1
5.002482200902405,14.074875853447445,1
-3.260863369073337,-7.138080042235065,2
1.2957682928295,-12.642262116448094,2
14.032013402386001,-21.436640396693125,0
5.310449928102577,11.205361042078218,1
7.791808995963384,15.174703143082505,1
13.475363484480646,-23.355304704041664,0
13.901203491919311,-23.019456897572898,0
8.71685654224,13.240026327915544,1
4.415073677950282,7.824022422798614,1
9.787091319481327,-24.22084917190122,0
-2.736749772238823,-19.20938904902683,2
6.247229488062018,12.115576298649573,1
15.263541361852777,-27.445472415833844,0
5.422143216864707,9.172775960560307,1
9.75761439513289,12.864061162197084,1
4.7212186618397585,10.478756765873266,1
-1.3326665607902703,-15.601893425145505,2
2.9600823030047927,14.536127263107161,1
9.956492208885406,12.917033474067845,1
15.353532603229818,-23.09237748552251,0
-0.8986779822131732,-16.137770781428866,2
3.90691432051436,11.694709229320397,1
-0.6133696325559556,-13.444519178511015,2
7.179889714662559,12.046199642921392,1
1.2822776125466298,-10.902605167325412,2
5.778379822429035,15.605035284786105,1
-3.2243887608162236,-11.580634290815876,2
13.822522694580849,-21.49756446384204,0
3.045996347000218,-18.802989359345275,2
-3.5320229084134143,-13.386243087339158,2
7.0294066961738135,17.314558316134125,1
17.420008874342432,-23.18094518667822,0
-1.5625195443216087,-8.40070324281443,2
-3.9781217442524075,-20.178841176311664,2
-0.5772956895466956,-15.056778897215038,2
9.428340197593727,14.931461745700979,1
3.56775468266512,12.762202385198718,1
7.027844709905471,17.060077199473795,1
21.981171784118022,-25.51505168289814,0
-3.73473168112092,-11.74544303847793,2
-4.232220797855115,-17.604895279092695,2
-2.8488719890390994,-17.092463070314118,2
-0.1367095969459607,-18.70727349300136,2
4.088932134154181,11.933142924471307,1
1.4021184831298286,-15.276182342597647,2
2.801995009109926,-15.11880330416742,2
2.428290725752647,-10.306802491198637,2
11.560135397878733,-26.735342378401985,0
0.8837363118146804,-24.81063175931045,2
6.442889946661618,18.630848349535118,1
-0.7818287678461132,-14.582621469382046,2
15.092680701201884,-24.0420300842573,0
5.330941084371192,15.286272163198124,1
5.973212063388054,10.17659064090389,1
16.880973436950455,-26.109254985812456,0
-1.2801128459491788,-13.462315845401507,2
1.7768780148781018,-21.102151453571302,2
-2.850162151451574,-15.45619569173585,2
6.438034772533716,12.307998274403124,1
6.175548877065608,18.79815273000343,1
6.165230840733941,8.153379587706514,1
2.4157206702217735,-13.559237762393908,2
0.48720906858154933,12.812645176413344,1
17.829553139565963,-24.081096050503366,0
13.581052171606414,-24.329062974275104,0
10.641752399441419,-23.520456002433214,0
0.04233312036235831,-18.5569534895444,2
12.530088678050054,-22.18116445308445,0
-2.2193852710447657,-13.94062274503048,2
9.908068282036766,-25.638221049141638,0
6.261063228615422,15.142166061195919,1
10.749963165392456,-24.409067573322,0
7.099135399350437,12.59242805734822,1
0.5798733756081251,-13.204643630857422,2
11.593762314150794,-22.167262143773325,0
6.643983181034622,-27.62348435341763,0
2.985430724499516,14.741001991611256,1
10.278015404168368,-24.990010687487697,0
-0.41915123996106335,-14.123082192944977,2
16.03993875496802,-25.61566727714902,0
14.24130810792924,-23.953950216855258,0
2.9777201124740436,-14.28620084822232,2
7.857706663301444,12.4541410580303,1
0.5656370510905646,-11.445703074507774,2
-0.45412953599541883,-15.767954511766543,2
5.179542463946047,10.19953527859074,1
2.5357413671427205,10.000652592525338,1
7.6996599579061415,8.292685312009171,1
14.729256986697607,-21.578958868557926,0
9.275606230754105,-24.428168118468864,0
-1.4415734487899758,-19.193874584330125,2
-1.0111722583026403,-10.933384975947927,2
0.16821881828207919,-14.230099873022914,2
0.6747985578195766,-13.070619138755994,2
10.081767618130865,10.08845610290707,1
2.2537537884214665,-11.775564384438802,2
3.5873955115147114,-15.51256563926701,2
3.1879739512121112,10.846509701761539,1
10.043042197051266,-24.503223144113004,0
-0.8710359814628229,-7.421099155191973,2
4.516321120677464,17.492524134662887,1
12.726185117436131,-25.422021487385333,0
-3.132653561170198,-11.594629627792878,2
4.987506100230507,16.26261663998744,1
-4.784693826591653,-19.466361076847445,2
3.718260506208974,16.042590435617704,1
4.98464183550957,-9.74865090874452,2
17.090046148524177,-24.580697147548808,0
11.226788326226036,15.983172335522834,1
12.810767540180471,-21.885350371281106,0
-2.855571769869521,-11.82534395696199,2
5.46511120560155,8.679375123568812,1
8.109176459405539,12.357137094376126,1
7.836401365144557,14.254056799858226,1
19.42529657290654,-21.518582761676353,0
-0.024145654303198143,-13.072133027465341,2
12.616664205457065,-22.674673743824684,0
-1.193010719946314,-13.461991765373858,2
